Row,M_inf,theta_c_deg,beta_deg,M2,P2_P1,rho2_rho1,T2_T1,status
7830,8.724391,10.784084,NaN,NaN,NaN,NaN,NaN,0
7831,5.051411,6.489402,16.162717,4.386955,2.140108,1.700303,1.258663,1
7832,9.944359,9.770034,NaN,NaN,NaN,NaN,NaN,0
7833,9.986021,8.447743,NaN,NaN,NaN,NaN,NaN,0
7834,7.732198,8.612812,14.361935,5.911324,4.124925,2.543184,1.621953,1
7835,9.991466,11.017483,NaN,NaN,NaN,NaN,NaN,0
7836,5.559869,9.246140,17.577197,4.458837,3.122323,2.163258,1.443343,1
7837,11.266821,5.203299,9.132515,9.035650,3.564151,2.340501,1.522815,1
7838,5.098122,5.310507,15.096014,4.543701,1.890046,1.564031,1.208445,1
7839,4.578968,9.458083,NaN,NaN,NaN,NaN,NaN,0
7840,10.452474,5.150745,9.432438,8.535025,3.256757,2.218978,1.467683,1
7841,6.988486,8.077112,14.548527,5.561093,3.428772,2.287958,1.498617,1
7842,4.960251,5.981989,15.953227,4.364199,2.001804,1.625987,1.231132,1
7843,7.512550,13.929181,NaN,NaN,NaN,NaN,NaN,0
7844,7.391213,7.318333,13.442891,5.960148,3.277901,2.227595,1.471498,1
7845,6.133334,11.965914,NaN,NaN,NaN,NaN,NaN,0
7846,7.423766,5.705073,11.973944,6.294586,2.600865,1.930642,1.347151,1
7847,6.454567,10.910975,NaN,NaN,NaN,NaN,NaN,0
7848,10.283435,5.280954,9.630481,8.377728,3.286202,2.230967,1.472994,1
7849,11.737335,11.793466,NaN,NaN,NaN,NaN,NaN,0
7850,7.344788,9.150483,15.219654,5.582418,4.170746,2.558758,1.629989,1
7851,10.414765,13.374571,NaN,NaN,NaN,NaN,NaN,0
7852,7.981093,14.805730,NaN,NaN,NaN,NaN,NaN,0
7853,5.006522,5.116739,15.149751,4.487098,1.830618,1.530366,1.196197,1
7854,7.189791,6.875665,13.239312,5.908734,2.996497,2.109597,1.420412,1
7855,11.295921,10.627225,NaN,NaN,NaN,NaN,NaN,0
7856,9.407618,6.636614,11.339475,7.388396,3.825136,2.437708,1.569152,1
7857,7.455351,6.488268,12.630504,6.164304,2.933840,2.082312,1.408934,1
7858,9.100364,8.139810,NaN,NaN,NaN,NaN,NaN,0
7859,5.796761,6.698351,NaN,NaN,NaN,NaN,NaN,0
7860,8.488139,11.404185,NaN,NaN,NaN,NaN,NaN,0
7861,9.672215,5.136801,9.816681,8.018569,3.006033,2.113716,1.422155,1
7862,7.711089,5.448941,11.482498,6.555415,2.582390,1.921882,1.343678,1
7863,5.783190,10.094397,18.003940,4.500632,3.560942,2.339273,1.522243,1
7864,9.425929,8.514605,NaN,NaN,NaN,NaN,NaN,0
7865,4.648732,11.322990,21.458791,3.638888,3.207597,2.198791,1.458800,1
7866,9.631483,8.386431,NaN,NaN,NaN,NaN,NaN,0
7867,9.004773,10.553743,NaN,NaN,NaN,NaN,NaN,0
7868,5.926867,7.897442,NaN,NaN,NaN,NaN,NaN,0
7869,8.403697,10.641105,NaN,NaN,NaN,NaN,NaN,0
7870,7.242619,10.480285,NaN,NaN,NaN,NaN,NaN,0
7871,8.943021,12.611066,NaN,NaN,NaN,NaN,NaN,0
7872,9.358396,14.764494,NaN,NaN,NaN,NaN,NaN,0
7873,5.117530,10.178968,19.290713,4.060259,3.167952,2.182354,1.451622,1
7874,9.719481,6.557420,11.096946,7.599160,3.916128,2.470396,1.585222,1
7875,8.202894,7.669103,13.090045,6.394333,3.860028,2.450314,1.575319,1
7876,9.279634,11.502234,NaN,NaN,NaN,NaN,NaN,0
7877,11.976901,9.606053,NaN,NaN,NaN,NaN,NaN,0
7878,8.315779,7.383490,12.737076,6.529363,3.755093,2.412131,1.556754,1
7879,5.885896,12.330068,NaN,NaN,NaN,NaN,NaN,0
7880,6.736949,8.684188,15.393170,5.299766,3.564201,2.340520,1.522824,1
7881,9.284931,8.295197,NaN,NaN,NaN,NaN,NaN,0
7882,6.031373,12.509553,NaN,NaN,NaN,NaN,NaN,0
7883,11.436479,10.590371,NaN,NaN,NaN,NaN,NaN,0
7884,8.743444,9.424231,NaN,NaN,NaN,NaN,NaN,0
7885,6.802075,5.365514,12.358814,5.891552,2.306150,1.786255,1.291053,1
7886,5.186450,7.616716,NaN,NaN,NaN,NaN,NaN,0
7887,5.174748,12.078168,NaN,NaN,NaN,NaN,NaN,0
7888,8.623981,6.825490,11.998117,6.856251,3.582942,2.347677,1.526165,1
7889,11.931399,9.476382,NaN,NaN,NaN,NaN,NaN,0
7890,9.544560,5.987020,10.657498,7.669607,3.468375,2.303484,1.505708,1
7891,4.708915,13.811333,NaN,NaN,NaN,NaN,NaN,0
7892,6.103004,12.572267,NaN,NaN,NaN,NaN,NaN,0
7893,6.850214,5.629651,12.524030,5.883937,2.407698,1.837148,1.310563,1
7894,6.609626,14.776823,NaN,NaN,NaN,NaN,NaN,0
7895,6.865511,7.060575,NaN,NaN,NaN,NaN,NaN,0
7896,11.042073,11.773551,NaN,NaN,NaN,NaN,NaN,0
7897,9.335910,9.538498,NaN,NaN,NaN,NaN,NaN,0
7898,7.096462,7.680061,14.067607,5.700790,3.304547,2.238398,1.476300,1
7899,10.718458,13.407231,NaN,NaN,NaN,NaN,NaN,0
7900,11.372330,10.423741,NaN,NaN,NaN,NaN,NaN,0
7901,8.879414,14.419066,NaN,NaN,NaN,NaN,NaN,0
7902,8.912748,6.260171,11.284911,7.187399,3.382267,2.269558,1.490275,1
7903,10.475555,11.338798,NaN,NaN,NaN,NaN,NaN,0
7904,11.800671,7.350009,NaN,NaN,NaN,NaN,NaN,0
7905,11.030634,5.256697,9.276462,8.865528,3.521998,2.324301,1.515294,1
7906,9.379524,14.391333,NaN,NaN,NaN,NaN,NaN,0
7907,11.864091,5.643489,9.327854,9.200345,4.147468,2.550864,1.625907,1
7908,11.884450,11.581610,NaN,NaN,NaN,NaN,NaN,0
7909,6.053978,6.440303,NaN,NaN,NaN,NaN,NaN,0
7910,8.775224,10.008161,NaN,NaN,NaN,NaN,NaN,0
7911,10.497283,7.995808,NaN,NaN,NaN,NaN,NaN,0
7912,8.790452,8.986048,NaN,NaN,NaN,NaN,NaN,0
7913,8.975292,12.654556,NaN,NaN,NaN,NaN,NaN,0
7914,8.674673,13.336009,NaN,NaN,NaN,NaN,NaN,0
7915,9.549724,11.105387,NaN,NaN,NaN,NaN,NaN,0
7916,8.776558,9.699053,NaN,NaN,NaN,NaN,NaN,0
7917,5.800631,6.782595,NaN,NaN,NaN,NaN,NaN,0
7918,10.986056,9.930311,NaN,NaN,NaN,NaN,NaN,0
7919,4.612042,7.936794,NaN,NaN,NaN,NaN,NaN,0
7920,9.961960,6.971169,11.371938,7.605614,4.334756,2.613370,1.658685,1
7921,9.101884,9.095576,NaN,NaN,NaN,NaN,NaN,0
7922,5.781270,11.578724,NaN,NaN,NaN,NaN,NaN,0
7923,6.396235,13.881108,NaN,NaN,NaN,NaN,NaN,0
7924,5.323516,13.267506,NaN,NaN,NaN,NaN,NaN,0
7925,6.494158,8.654357,15.652773,5.150723,3.415109,2.282571,1.496168,1
7926,9.302010,14.949206,NaN,NaN,NaN,NaN,NaN,0
7927,10.934114,12.612656,NaN,NaN,NaN,NaN,NaN,0
7928,7.692351,14.319404,NaN,NaN,NaN,NaN,NaN,0
7929,10.994831,5.334500,9.362991,8.811772,3.566167,2.341272,1.523175,1
7930,6.673025,6.000118,13.051956,5.690689,2.482889,1.874047,1.324881,1
7931,6.565255,8.956314,15.850252,5.149053,3.584531,2.348282,1.526448,1
7932,11.044364,10.155857,NaN,NaN,NaN,NaN,NaN,0
7933,10.616794,11.237067,NaN,NaN,NaN,NaN,NaN,0
7934,7.227755,7.776786,14.024583,5.767965,3.412627,2.281591,1.495723,1
7935,5.378411,6.768755,NaN,NaN,NaN,NaN,NaN,0
7936,6.487659,13.497759,NaN,NaN,NaN,NaN,NaN,0
7937,6.536593,7.371081,NaN,NaN,NaN,NaN,NaN,0
7938,7.552711,5.464240,11.642596,6.436342,2.543657,1.903394,1.336380,1
7939,5.984270,14.079681,NaN,NaN,NaN,NaN,NaN,0
7940,7.945631,11.840703,NaN,NaN,NaN,NaN,NaN,0
7941,7.361119,14.052799,NaN,NaN,NaN,NaN,NaN,0
7942,6.196045,10.781320,NaN,NaN,NaN,NaN,NaN,0
7943,5.799111,7.755386,NaN,NaN,NaN,NaN,NaN,0
7944,5.364131,9.406662,18.081745,4.308553,3.067147,2.139910,1.433306,1
7945,6.098349,12.070621,NaN,NaN,NaN,NaN,NaN,0
7946,6.855539,14.652320,NaN,NaN,NaN,NaN,NaN,0
7947,7.170752,10.399812,NaN,NaN,NaN,NaN,NaN,0
7948,11.897369,10.254106,NaN,NaN,NaN,NaN,NaN,0
7949,10.192530,13.850564,NaN,NaN,NaN,NaN,NaN,0
7950,9.112625,13.977972,NaN,NaN,NaN,NaN,NaN,0
7951,7.757296,6.918284,12.745472,6.280261,3.250441,2.216397,1.466543,1
7952,8.069941,6.960541,12.527362,6.473737,3.407954,2.279744,1.494885,1
7953,7.865477,12.737260,NaN,NaN,NaN,NaN,NaN,0
7954,8.073132,9.160869,NaN,NaN,NaN,NaN,NaN,0
7955,10.479257,14.324794,NaN,NaN,NaN,NaN,NaN,0
7956,4.660329,12.417731,NaN,NaN,NaN,NaN,NaN,0
7957,8.343850,6.125323,11.555958,6.847781,3.092822,2.150810,1.437980,1
7958,11.744990,5.343583,9.085204,9.267317,3.846002,2.445258,1.572841,1
7959,4.704165,10.044027,20.117577,3.791058,2.887529,2.061898,1.400423,1
7960,5.958649,7.641905,NaN,NaN,NaN,NaN,NaN,0
7961,7.523506,6.762563,12.812661,6.156649,3.080984,2.145792,1.435826,1
7962,4.983673,7.688475,NaN,NaN,NaN,NaN,NaN,0
7963,4.966497,8.720803,NaN,NaN,NaN,NaN,NaN,0
7964,7.930780,5.070322,10.964844,6.797754,2.488122,1.876591,1.325873,1
7965,5.589941,6.476805,15.069497,4.807507,2.297534,1.781879,1.289388,1
7966,8.886901,6.763201,11.767809,7.035508,3.665797,2.378985,1.540908,1
7967,5.547310,12.800537,NaN,NaN,NaN,NaN,NaN,0
7968,8.464656,8.107102,13.325645,6.442756,4.274038,2.593355,1.648073,1
7969,11.994315,13.357911,NaN,NaN,NaN,NaN,NaN,0
7970,7.973981,14.951661,NaN,NaN,NaN,NaN,NaN,0
7971,11.228578,8.318687,NaN,NaN,NaN,NaN,NaN,0
7972,5.256569,11.423086,20.199470,4.018716,3.676757,2.383086,1.542856,1
7973,4.665149,6.110327,16.797255,4.112364,1.953799,1.599587,1.221440,1
7974,8.023078,7.654348,13.212401,6.289155,3.756487,2.412643,1.557001,1
7975,7.619437,9.438822,NaN,NaN,NaN,NaN,NaN,0
7976,7.854354,6.792576,12.548195,6.370734,3.230606,2.208266,1.462960,1
7977,5.476679,7.096896,NaN,NaN,NaN,NaN,NaN,0
7978,8.501884,13.240829,NaN,NaN,NaN,NaN,NaN,0
7979,7.365922,5.249768,11.642949,6.339584,2.411409,1.838985,1.311272,1
7980,8.394977,8.237506,13.499787,6.372048,4.314003,2.606555,1.655059,1
7981,11.167498,5.690477,9.626175,8.772518,3.901799,2.465289,1.582695,1
7982,11.806994,11.711671,NaN,NaN,NaN,NaN,NaN,0
7983,6.428602,12.024858,NaN,NaN,NaN,NaN,NaN,0
7984,11.861545,8.482672,NaN,NaN,NaN,NaN,NaN,0
7985,9.283608,11.568758,NaN,NaN,NaN,NaN,NaN,0
7986,7.199834,12.520495,NaN,NaN,NaN,NaN,NaN,0
7987,7.693715,11.549210,NaN,NaN,NaN,NaN,NaN,0
7988,6.743699,14.667212,NaN,NaN,NaN,NaN,NaN,0
7989,11.526814,14.549103,NaN,NaN,NaN,NaN,NaN,0
7990,9.903157,5.381545,9.911964,8.094193,3.223582,2.205379,1.461691,1
7991,8.249099,12.397691,NaN,NaN,NaN,NaN,NaN,0
7992,6.801616,12.530801,NaN,NaN,NaN,NaN,NaN,0
7993,7.143725,6.010808,12.523660,6.033991,2.632870,1.945728,1.353154,1
7994,10.022646,11.223826,NaN,NaN,NaN,NaN,NaN,0
7995,7.505872,14.309246,NaN,NaN,NaN,NaN,NaN,0
7996,10.540537,9.094100,NaN,NaN,NaN,NaN,NaN,0
7997,9.745201,11.801099,NaN,NaN,NaN,NaN,NaN,0
7998,10.541146,10.546881,NaN,NaN,NaN,NaN,NaN,0
7999,9.020999,5.530805,10.555357,7.458856,3.019276,2.119422,1.424575,1
8000,11.532355,10.766975,NaN,NaN,NaN,NaN,NaN,0
8001,5.105418,12.521340,NaN,NaN,NaN,NaN,NaN,0
8002,9.510106,12.132679,NaN,NaN,NaN,NaN,NaN,0
8003,9.188827,12.576874,NaN,NaN,NaN,NaN,NaN,0
8004,7.732622,8.874781,14.615998,5.857439,4.275256,2.593759,1.648286,1
8005,6.148114,11.593582,NaN,NaN,NaN,NaN,NaN,0
8006,5.614002,7.920591,NaN,NaN,NaN,NaN,NaN,0
8007,9.770814,12.973799,NaN,NaN,NaN,NaN,NaN,0
8008,9.813754,5.589913,10.148042,7.967621,3.321444,2.245217,1.479342,1
8009,9.659393,8.558066,NaN,NaN,NaN,NaN,NaN,0
8010,7.841528,9.553783,NaN,NaN,NaN,NaN,NaN,0
8011,9.446555,11.616385,NaN,NaN,NaN,NaN,NaN,0
8012,6.516336,12.283070,NaN,NaN,NaN,NaN,NaN,0
8013,8.464030,13.639231,NaN,NaN,NaN,NaN,NaN,0
8014,6.169726,11.998711,NaN,NaN,NaN,NaN,NaN,0
8015,5.991581,8.280121,NaN,NaN,NaN,NaN,NaN,0
8016,5.591770,12.948503,NaN,NaN,NaN,NaN,NaN,0
8017,4.721564,7.471588,NaN,NaN,NaN,NaN,NaN,0
8018,8.063545,5.599296,11.308888,6.776536,2.750400,2.000183,1.375074,1
8019,9.766885,8.570632,NaN,NaN,NaN,NaN,NaN,0
8020,11.028430,14.227532,NaN,NaN,NaN,NaN,NaN,0
8021,8.456605,9.952017,NaN,NaN,NaN,NaN,NaN,0
8022,6.879939,14.371831,NaN,NaN,NaN,NaN,NaN,0
8023,8.157663,13.960035,NaN,NaN,NaN,NaN,NaN,0
8024,5.651759,13.871300,NaN,NaN,NaN,NaN,NaN,0
8025,10.470120,13.517604,NaN,NaN,NaN,NaN,NaN,0
8026,11.868330,8.326641,NaN,NaN,NaN,NaN,NaN,0
8027,7.220857,8.438570,14.652668,5.641629,3.725791,2.401321,1.551559,1
8028,10.527849,5.094763,9.346907,8.605029,3.244167,2.213829,1.465410,1
8029,7.005891,11.659607,NaN,NaN,NaN,NaN,NaN,0
8030,6.785732,11.840840,NaN,NaN,NaN,NaN,NaN,0
8031,9.649730,9.160019,NaN,NaN,NaN,NaN,NaN,0
8032,6.653898,11.092148,NaN,NaN,NaN,NaN,NaN,0
8033,11.727623,7.343765,NaN,NaN,NaN,NaN,NaN,0
8034,11.472771,14.859873,NaN,NaN,NaN,NaN,NaN,0
8035,10.795766,9.768718,NaN,NaN,NaN,NaN,NaN,0
8036,11.979451,14.604486,NaN,NaN,NaN,NaN,NaN,0
8037,11.416855,8.388325,NaN,NaN,NaN,NaN,NaN,0
8038,7.338044,7.837117,13.973848,5.826838,3.496580,2.314463,1.510752,1
8039,10.460034,13.395221,NaN,NaN,NaN,NaN,NaN,0
8040,6.933073,13.833703,NaN,NaN,NaN,NaN,NaN,0
8041,11.303129,12.160123,NaN,NaN,NaN,NaN,NaN,0
8042,11.484896,6.020530,9.821661,8.817177,4.311162,2.605620,1.654563,1
8043,6.403380,13.351741,NaN,NaN,NaN,NaN,NaN,0
8044,11.830300,13.536398,NaN,NaN,NaN,NaN,NaN,0
8045,7.034453,10.634418,NaN,NaN,NaN,NaN,NaN,0
8046,4.650220,9.363067,NaN,NaN,NaN,NaN,NaN,0
8047,10.922914,6.628606,10.621880,8.257858,4.562671,2.686444,1.698405,1
8048,9.099246,10.514928,NaN,NaN,NaN,NaN,NaN,0
8049,11.136888,5.801368,9.742933,8.708941,3.977323,2.492045,1.596008,1
8050,8.705803,12.342584,NaN,NaN,NaN,NaN,NaN,0
8051,10.278513,10.804577,NaN,NaN,NaN,NaN,NaN,0
8052,5.016484,6.379237,16.150138,4.370274,2.104873,1.681610,1.251701,1
8053,6.511366,9.879010,16.798280,4.973846,3.964721,2.487608,1.593788,1
8054,8.543997,8.592948,NaN,NaN,NaN,NaN,NaN,0
8055,6.622572,12.625607,NaN,NaN,NaN,NaN,NaN,0
8056,5.996872,10.643968,18.213511,4.560064,3.932166,2.476096,1.588051,1
8057,6.559274,7.940373,14.911680,5.303555,3.157161,2.177855,1.449666,1
8058,4.544170,12.187326,22.565588,3.494860,3.380910,2.269019,1.490032,1
8059,6.394789,6.389948,NaN,NaN,NaN,NaN,NaN,0
8060,11.989447,12.465845,NaN,NaN,NaN,NaN,NaN,0
8061,9.679118,13.581447,NaN,NaN,NaN,NaN,NaN,0
8062,6.754649,6.834918,NaN,NaN,NaN,NaN,NaN,0
8063,6.113259,14.582421,NaN,NaN,NaN,NaN,NaN,0
8064,9.840115,10.999688,NaN,NaN,NaN,NaN,NaN,0
8065,8.746643,14.143517,NaN,NaN,NaN,NaN,NaN,0
8066,5.916890,10.695994,18.380156,4.505591,3.894380,2.462638,1.581385,1
8067,7.314463,14.660009,NaN,NaN,NaN,NaN,NaN,0
8068,9.769565,9.108174,NaN,NaN,NaN,NaN,NaN,0
8069,7.749562,10.814253,NaN,NaN,NaN,NaN,NaN,0
8070,9.742258,7.022245,11.529563,7.465487,4.256940,2.587676,1.645082,1
8071,8.823627,5.391301,10.561280,7.361162,2.884772,2.060676,1.399916,1
8072,10.856957,8.318685,NaN,NaN,NaN,NaN,NaN,0
8073,10.457347,8.418217,NaN,NaN,NaN,NaN,NaN,0
8074,8.232750,7.365781,12.781092,6.482840,3.703340,2.392995,1.547576,1
8075,9.697574,8.385819,NaN,NaN,NaN,NaN,NaN,0
8076,8.089970,12.649655,NaN,NaN,NaN,NaN,NaN,0
8077,9.113888,5.443330,10.418609,7.546576,3.002436,2.112164,1.421498,1
8078,10.441537,13.127529,NaN,NaN,NaN,NaN,NaN,0
8079,10.927564,6.949962,10.935239,8.135534,4.846651,2.773198,1.747676,1
8080,9.964467,8.675722,NaN,NaN,NaN,NaN,NaN,0
8081,10.122790,9.376458,NaN,NaN,NaN,NaN,NaN,0
8082,5.701832,12.294136,NaN,NaN,NaN,NaN,NaN,0
8083,9.173347,7.966046,12.751504,6.870518,4.616304,2.703184,1.707728,1
8084,6.871441,9.494894,16.020529,5.247059,4.029021,2.510128,1.605106,1
8085,9.266189,13.644508,NaN,NaN,NaN,NaN,NaN,0
8086,8.463928,9.251183,NaN,NaN,NaN,NaN,NaN,0
8087,9.413119,14.279104,NaN,NaN,NaN,NaN,NaN,0
8088,6.891025,13.554586,NaN,NaN,NaN,NaN,NaN,0
8089,11.818413,11.087302,NaN,NaN,NaN,NaN,NaN,0
8090,11.923150,5.234901,8.921170,9.424357,3.821881,2.436528,1.568577,1
8091,10.051119,14.280763,NaN,NaN,NaN,NaN,NaN,0
8092,5.951574,12.288942,NaN,NaN,NaN,NaN,NaN,0
8093,9.239769,8.005482,NaN,NaN,NaN,NaN,NaN,0
8094,11.322637,10.998322,NaN,NaN,NaN,NaN,NaN,0
8095,6.718623,5.971113,12.971427,5.729218,2.486747,1.875923,1.325613,1
8096,7.945739,10.216733,NaN,NaN,NaN,NaN,NaN,0
8097,9.854213,6.752252,11.214055,7.615729,4.118011,2.540822,1.620740,1
8098,9.019833,10.844161,NaN,NaN,NaN,NaN,NaN,0
8099,9.529825,9.643288,NaN,NaN,NaN,NaN,NaN,0
8100,5.602138,13.452964,NaN,NaN,NaN,NaN,NaN,0
8101,8.960521,12.305432,NaN,NaN,NaN,NaN,NaN,0
8102,9.872766,5.723297,10.239225,7.962126,3.426564,2.287088,1.498221,1
8103,8.861831,12.250598,NaN,NaN,NaN,NaN,NaN,0
8104,10.634117,9.424075,NaN,NaN,NaN,NaN,NaN,0
8105,7.460453,12.596819,NaN,NaN,NaN,NaN,NaN,0
8106,4.903399,14.881463,NaN,NaN,NaN,NaN,NaN,0
8107,5.683977,13.060124,NaN,NaN,NaN,NaN,NaN,0
8108,8.788591,8.505771,NaN,NaN,NaN,NaN,NaN,0
8109,10.867849,13.010517,NaN,NaN,NaN,NaN,NaN,0
8110,5.031049,10.309062,19.596694,3.989285,3.155205,2.177038,1.449311,1
8111,4.542587,10.647678,21.103888,3.625755,2.954402,2.091308,1.412705,1
8112,4.686686,12.579398,NaN,NaN,NaN,NaN,NaN,0
8113,8.763973,5.687592,10.864530,7.241768,3.016900,2.118400,1.424141,1
8114,7.752474,8.264309,14.009890,5.995510,3.942738,2.479843,1.589914,1
8115,7.111979,11.793943,NaN,NaN,NaN,NaN,NaN,0
8116,10.015456,7.865190,NaN,NaN,NaN,NaN,NaN,0
8117,5.906090,7.728841,NaN,NaN,NaN,NaN,NaN,0
8118,5.319320,6.621722,15.705605,4.582523,2.252235,1.758725,1.280607,1
8119,10.337149,5.166263,9.500853,8.453727,3.229931,2.207989,1.462838,1
8120,9.916954,10.286616,NaN,NaN,NaN,NaN,NaN,0
8121,5.505531,7.256356,NaN,NaN,NaN,NaN,NaN,0
8122,9.936782,13.393630,NaN,NaN,NaN,NaN,NaN,0
8123,9.753061,10.639034,NaN,NaN,NaN,NaN,NaN,0
8124,10.940234,10.411692,NaN,NaN,NaN,NaN,NaN,0
8125,5.620773,10.720159,18.866967,4.322980,3.687615,2.387140,1.544784,1
8126,9.331436,7.528009,12.235616,7.081992,4.396204,2.633387,1.669411,1
8127,9.406862,5.731614,10.501605,7.658371,3.262856,2.221468,1.468784,1
8128,7.110656,11.015920,NaN,NaN,NaN,NaN,NaN,0
8129,11.613551,12.940780,NaN,NaN,NaN,NaN,NaN,0
8130,7.797173,12.721232,NaN,NaN,NaN,NaN,NaN,0
8131,5.388735,5.062558,14.288816,4.809766,1.897028,1.567953,1.209876,1
8132,7.386230,5.558927,11.885412,6.295363,2.533169,1.898358,1.334400,1
8133,10.161566,6.839313,11.150426,7.761504,4.338554,2.614614,1.659348,1
8134,8.411513,10.162492,NaN,NaN,NaN,NaN,NaN,0
8135,10.448169,9.550255,NaN,NaN,NaN,NaN,NaN,0
8136,11.528396,6.419851,10.193945,8.669048,4.689980,2.725906,1.720522,1
8137,6.234968,5.544630,13.251372,5.426673,2.216390,1.740222,1.273625,1
8138,10.371163,6.070345,10.320056,8.151540,3.860679,2.450549,1.575435,1
8139,8.158413,14.187015,NaN,NaN,NaN,NaN,NaN,0
8140,5.633674,13.570192,NaN,NaN,NaN,NaN,NaN,0
8141,5.508320,14.957666,NaN,NaN,NaN,NaN,NaN,0
8142,8.790649,10.341301,NaN,NaN,NaN,NaN,NaN,0
8143,4.953822,9.690680,19.193287,3.997897,2.927722,2.079627,1.407811,1
8144,10.991622,13.182311,NaN,NaN,NaN,NaN,NaN,0
8145,9.112165,8.608622,NaN,NaN,NaN,NaN,NaN,0
8146,11.706088,14.081597,NaN,NaN,NaN,NaN,NaN,0
8147,6.088486,5.021172,13.039789,5.384025,2.034992,1.644053,1.237790,1
8148,9.198583,14.687862,NaN,NaN,NaN,NaN,NaN,0
8149,8.828285,9.119948,NaN,NaN,NaN,NaN,NaN,0
8150,9.807972,14.462323,NaN,NaN,NaN,NaN,NaN,0
8151,7.742548,12.523904,NaN,NaN,NaN,NaN,NaN,0
8152,6.253376,10.314371,17.542845,4.757262,3.978260,2.492374,1.596173,1
8153,11.013542,10.227862,NaN,NaN,NaN,NaN,NaN,0
8154,10.406589,9.926863,NaN,NaN,NaN,NaN,NaN,0
8155,10.908228,8.704245,NaN,NaN,NaN,NaN,NaN,0
8156,5.428654,13.342736,NaN,NaN,NaN,NaN,NaN,0
8157,4.951868,5.501184,15.583814,4.404088,1.898006,1.568502,1.210076,1
8158,10.934947,13.533679,NaN,NaN,NaN,NaN,NaN,0
8159,5.725232,10.369294,18.358836,4.430241,3.627040,2.364407,1.534017,1
8160,10.760930,11.468630,NaN,NaN,NaN,NaN,NaN,0
8161,4.534442,9.354701,NaN,NaN,NaN,NaN,NaN,0
8162,4.531594,5.195195,16.434024,4.080274,1.750892,1.484391,1.179536,1
8163,8.204549,13.055543,NaN,NaN,NaN,NaN,NaN,0
8164,10.655222,13.719591,NaN,NaN,NaN,NaN,NaN,0
8165,10.329085,13.906619,NaN,NaN,NaN,NaN,NaN,0
8166,8.445441,10.783009,NaN,NaN,NaN,NaN,NaN,0
8167,4.808825,13.479543,NaN,NaN,NaN,NaN,NaN,0
8168,9.564131,13.524687,NaN,NaN,NaN,NaN,NaN,0
8169,5.682721,7.142958,NaN,NaN,NaN,NaN,NaN,0
8170,11.617794,12.789101,NaN,NaN,NaN,NaN,NaN,0
8171,8.370849,6.770589,12.124670,6.710242,3.439850,2.292314,1.500602,1
8172,11.648236,7.875524,NaN,NaN,NaN,NaN,NaN,0
8173,6.006028,14.742840,NaN,NaN,NaN,NaN,NaN,0
8174,5.580099,13.275686,NaN,NaN,NaN,NaN,NaN,0
8175,9.229572,5.469779,10.370756,7.617532,3.053939,2.134279,1.430899,1
8176,10.341452,10.985125,NaN,NaN,NaN,NaN,NaN,0
8177,5.819857,5.479073,13.840847,5.109210,2.094784,1.676228,1.249701,1
8178,6.538201,8.432590,15.391791,5.213225,3.346705,2.255365,1.483886,1
8179,8.209643,6.262212,11.781172,6.725335,3.111250,2.158595,1.441331,1
8180,6.016596,13.342800,NaN,NaN,NaN,NaN,NaN,0
8181,5.887859,6.117562,14.258790,5.080679,2.286898,1.776465,1.287330,1
8182,9.023220,11.813669,NaN,NaN,NaN,NaN,NaN,0
8183,10.775362,12.518217,NaN,NaN,NaN,NaN,NaN,0
8184,7.394510,10.197834,NaN,NaN,NaN,NaN,NaN,0
8185,11.383738,6.635687,10.456715,8.500890,4.813395,2.763274,1.741918,1
8186,10.276463,13.700413,NaN,NaN,NaN,NaN,NaN,0
8187,6.927016,11.351540,NaN,NaN,NaN,NaN,NaN,0
8188,7.082578,6.110264,12.675312,5.971902,2.651100,1.954272,1.356567,1
8189,7.917140,8.416044,14.023179,6.059554,4.127135,2.543939,1.622341,1
8190,8.105143,13.107876,NaN,NaN,NaN,NaN,NaN,0
8191,9.263415,5.119912,10.039810,7.742369,2.875936,2.056754,1.398289,1
8192,8.800775,11.298045,NaN,NaN,NaN,NaN,NaN,0
8193,8.687731,7.505476,12.598172,6.721178,4.022417,2.507829,1.603944,1
8194,6.913847,6.270153,13.000715,5.822216,2.655673,1.956409,1.357422,1
8195,8.953301,6.599036,11.572689,7.121024,3.597098,2.353064,1.528687,1
8196,8.756208,14.000953,NaN,NaN,NaN,NaN,NaN,0
8197,11.995682,13.453080,NaN,NaN,NaN,NaN,NaN,0
8198,8.123139,10.197955,NaN,NaN,NaN,NaN,NaN,0
8199,5.855498,9.582044,17.405413,4.611523,3.412626,2.281590,1.495722,1
8200,5.770779,14.893932,NaN,NaN,NaN,NaN,NaN,0
8201,8.739755,12.534289,NaN,NaN,NaN,NaN,NaN,0
8202,10.775547,12.238509,NaN,NaN,NaN,NaN,NaN,0
8203,11.154855,8.164097,NaN,NaN,NaN,NaN,NaN,0
8204,9.013775,5.192947,10.261061,7.547544,2.841151,2.041239,1.391875,1
8205,11.464053,5.244806,9.095308,9.140329,3.664770,2.378600,1.540726,1
8206,5.028005,12.045439,NaN,NaN,NaN,NaN,NaN,0
8207,5.433765,13.673773,NaN,NaN,NaN,NaN,NaN,0
8208,8.424533,11.357527,NaN,NaN,NaN,NaN,NaN,0
8209,6.655205,12.064968,NaN,NaN,NaN,NaN,NaN,0
